# dataset: GeoCSV2.0
# created: 2021-07-01 14:08:58 UTC (netCDF_2_GeoCSV_3D.py)
# netCDF_file: SoCal-BergEtAl2021-UpperCrustVsandVpVs.r0.0.nc
# delimiter: |
# global_title: Southern California Bayesian model of upper crust to near-surface Vs and near-suface Vp/Vs.
# global_id: SoCal_BergEtAl2021_UpperCrustVsandVpVs
# global_data_revision: r.0.0
# global_summary: SoCal_BergEtAl2021_UpperCrustVsandVpVs is a model of Vs in the near-surface into the upper crust and Vp/Vs in the near-surface, both with defined uncertainties, determined from Bayesian joint inversion of ambient-noise Rayleigh phase velocity and ellipticity, along with the first 2s of teleseismic receiver functions.
# global_keywords: seismic, tomography, shear wave, vs, vp/vs, Bayesian
# global_Conventions: CF-1.0
# global_Metadata_Conventions: Unidata Dataset Discovery v1.0
# global_acknowledgment: Model was provided by Dr Elizabeth Berg, ; Department of Geology and Geophysics University of Utah
# global_history: 2021-07-01 14:08:58 UTC Converted to GeoCSV by netCDF_2_GeoCSV_3D.py ,V.2020.273 from SoCal-BergEtAl2021-UpperCrustVsandVpVs.r0.0.nc; 2021-06-30 19:28:56 UTC Converted to netCDF by GeoCSV_2_netCDF_3D.py v2021.088 from SoCal_BergEtAl2021_UpperCrustVsandVpVs.csv; 
# global_comment: model converted to netCDF by IRIS EMC
# global_geospatial_lat_min: 32.79999923706055
# global_geospatial_lat_max: 35.79999923706055
# global_geospatial_lat_units: degrees_north
# global_geospatial_lat_resolution: 0.05000000074505806
# global_geospatial_lon_min: -120.30000305175781
# global_geospatial_lon_max: -115.0999984741211
# global_geospatial_lon_units: degrees_east
# global_geospatial_lon_resolution: 0.05000000074505806
# global_geospatial_vertical_min: 0.0
# global_geospatial_vertical_max: 20.0
# global_geospatial_vertical_units: km
# global_geospatial_vertical_positive: down
# global_NCO: netCDF Operators version 4.7.5 (Homepage = http://nco.sf.net, Code = http://github.com/nco/nco)
# global_netcdf_file: SoCal_BergEtAl2021_UpperCrustVsandVpVs.nc
# global_reference: Berg et al. (2021)
# global_reference_pid: doi:10.1029/2021GL092626
# global_author_name: E. M. Berg
# global_author_email: eliza.m.berg@gmail.com
# global_author_institution: Department of Geology and Geophysics, University of Utah, Salt Lake City, UT
# global_author_url: https://elizaberg.com/
# global_repository_name: EMC
# global_repository_institution: IRIS DMC
# global_repository_pid: doi:10.17611/dp/emc.2021.scabergetal.1
# latitude_column: latitude
# latitude_long_name: Latitude; positive north
# latitude_units: degrees_north
# latitude_standard_name: latitude
# longitude_column: longitude
# longitude_long_name: Longitude; positive east
# longitude_units: degrees_east
# longitude_standard_name: longitude
# depth_column: depth
# depth_long_name: depth below earth surface
# depth_units: km
# depth_positive: down
# vs_column: vs
# vs_long_name: Shear Velocity
# vs_display_name: S Velocity (km/s)
# vs_units: km.s-1
# vpvs_column: vpvs
# vpvs_long_name: Vp/Vs Ratio
# vpvs_display_name: Ratio P Velocity to S Velocity (dimensionless)
# vpvs_units: count
# stdvs_column: stdvs
# stdvs_long_name: Standard Deviation Shear Velocity
# stdvs_display_name: Uncertainty Vs (km/s)
# stdvs_units: km.s-1
# stdvpvs_column: stdvpvs
# stdvpvs_long_name: Standard Deviation Ratio P Velocity to S Velocity (dimensionless)
# stdvpvs_display_name: Uncertainty Vp/Vs (dimensionless)
# stdvpvs_units: count
latitude|longitude|depth|vs|vpvs|stdvs|stdvpvs
32.8|-117.0|0.0|2.72575|1.83206|0.50746|0.09877
32.8|-116.95|0.0|2.9429|1.88407|0.48939|0.09447
32.8|-116.9|0.0|2.97871|1.84457|0.49249|0.09788
32.8|-116.85|0.0|2.96971|1.82467|0.49441|0.09775
32.8|-116.8|0.0|2.9384|1.81534|0.50523|0.09461
32.8|-116.75|0.0|2.84165|1.78458|0.51488|0.09101
32.8|-116.7|0.0|2.70297|1.74636|0.52719|0.08787
32.8|-116.65|0.0|2.69613|1.73049|0.53994|0.08928
32.8|-116.6|0.0|2.61651|1.71698|0.55889|0.08952
32.8|-116.55|0.0|2.48308|1.70409|0.59451|0.09072
32.8|-116.5|0.0|2.3182|1.6555|0.59542|0.07913
32.8|-116.45|0.0|2.24596|1.61992|0.58525|0.07426
32.8|-116.4|0.0|2.15559|1.61471|0.5987|0.07306
32.8|-116.35|0.0|1.92213|1.60704|0.60179|0.07114
32.8|-116.3|0.0|1.78416|1.57021|0.60766|0.06331
32.8|-116.25|0.0|1.4844|1.57138|0.61532|0.06429
32.8|-116.2|0.0|1.3236|1.56906|0.6183|0.06267
32.8|-116.15|0.0|1.07229|1.61992|0.62384|0.06115
32.8|-116.1|0.0|1.04892|1.68086|0.62836|0.06383
32.8|-116.05|0.0|1.02935|1.62287|0.64283|0.0606
32.8|-116.0|0.0|0.80013|1.57054|0.65095|0.0574
32.8|-115.95|0.0|0.74461|1.5173|0.63968|0.05135
32.8|-115.9|0.0|0.79735|1.50002|0.64294|0.04702
32.8|-115.85|0.0|0.85315|1.56449|0.66603|0.05208
32.8|-115.8|0.0|0.84478|1.58795|0.68162|0.05224
32.8|-115.75|0.0|0.8271|1.67898|0.69312|0.05332
32.8|-115.7|0.0|0.83431|1.69738|0.69843|0.05261
32.8|-115.65|0.0|0.81251|1.74996|0.70523|0.05336
32.8|-115.6|0.0|0.80201|1.81592|0.71005|0.05417
32.8|-115.55|0.0|0.79265|1.84948|0.71363|0.05435
32.8|-115.5|0.0|0.77454|1.90873|0.71573|0.05756
32.8|-115.45|0.0|0.76469|1.93814|0.7173|0.05826
32.8|-115.4|0.0|0.75978|1.95694|0.71887|0.05837
32.8|-115.35|0.0|nan|nan|nan|nan
32.8|-115.3|0.0|nan|nan|nan|nan
32.8|-115.25|0.0|nan|nan|nan|nan
32.8|-115.2|0.0|nan|nan|nan|nan
32.8|-115.15|0.0|nan|nan|nan|nan
32.8|-115.1|0.0|nan|nan|nan|nan
32.85|-120.3|0.0|nan|nan|nan|nan
32.85|-120.25|0.0|nan|nan|nan|nan
32.85|-120.2|0.0|nan|nan|nan|nan
32.85|-120.15|0.0|nan|nan|nan|nan
32.85|-120.1|0.0|nan|nan|nan|nan
32.85|-120.05|0.0|nan|nan|nan|nan
32.85|-120.0|0.0|nan|nan|nan|nan
32.85|-119.95|0.0|nan|nan|nan|nan
32.85|-119.9|0.0|nan|nan|nan|nan
32.85|-119.85|0.0|nan|nan|nan|nan
32.85|-119.8|0.0|nan|nan|nan|nan
32.85|-119.75|0.0|nan|nan|nan|nan
32.85|-119.7|0.0|nan|nan|nan|nan
32.85|-119.65|0.0|nan|nan|nan|nan
32.85|-119.6|0.0|nan|nan|nan|nan
32.85|-119.55|0.0|nan|nan|nan|nan
32.85|-119.5|0.0|nan|nan|nan|nan
32.85|-119.45|0.0|nan|nan|nan|nan
32.85|-119.4|0.0|nan|nan|nan|nan
32.85|-119.35|0.0|nan|nan|nan|nan
32.85|-119.3|0.0|nan|nan|nan|nan
32.85|-119.25|0.0|nan|nan|nan|nan
32.85|-119.2|0.0|nan|nan|nan|nan
32.85|-119.15|0.0|nan|nan|nan|nan
32.85|-119.1|0.0|nan|nan|nan|nan
32.85|-119.05|0.0|nan|nan|nan|nan
32.85|-119.0|0.0|nan|nan|nan|nan
32.85|-118.95|0.0|nan|nan|nan|nan
32.85|-118.9|0.0|nan|nan|nan|nan
32.85|-118.85|0.0|nan|nan|nan|nan
32.85|-118.8|0.0|nan|nan|nan|nan
32.85|-118.75|0.0|nan|nan|nan|nan
32.85|-118.7|0.0|nan|nan|nan|nan
32.85|-118.65|0.0|nan|nan|nan|nan
32.85|-118.6|0.0|nan|nan|nan|nan
32.85|-118.55|0.0|nan|nan|nan|nan
32.85|-118.5|0.0|nan|nan|nan|nan
32.85|-118.45|0.0|nan|nan|nan|nan
32.85|-118.4|0.0|nan|nan|nan|nan
32.85|-118.35|0.0|nan|nan|nan|nan
32.85|-118.3|0.0|nan|nan|nan|nan
32.85|-118.25|0.0|nan|nan|nan|nan
32.85|-118.2|0.0|nan|nan|nan|nan
32.85|-118.15|0.0|nan|nan|nan|nan
32.85|-118.1|0.0|nan|nan|nan|nan
32.85|-118.05|0.0|nan|nan|nan|nan
32.85|-118.0|0.0|nan|nan|nan|nan
32.85|-117.95|0.0|nan|nan|nan|nan
32.85|-117.9|0.0|nan|nan|nan|nan
32.85|-117.85|0.0|nan|nan|nan|nan
32.85|-117.8|0.0|nan|nan|nan|nan
32.85|-117.75|0.0|nan|nan|nan|nan
32.85|-117.7|0.0|nan|nan|nan|nan
32.85|-117.65|0.0|nan|nan|nan|nan
32.85|-117.6|0.0|nan|nan|nan|nan
32.85|-117.55|0.0|nan|nan|nan|nan
32.85|-117.5|0.0|nan|nan|nan|nan
32.85|-117.45|0.0|nan|nan|nan|nan
32.85|-117.4|0.0|nan|nan|nan|nan
32.85|-117.35|0.0|nan|nan|nan|nan
32.85|-117.3|0.0|nan|nan|nan|nan
32.85|-117.25|0.0|nan|nan|nan|nan
32.85|-117.2|0.0|2.50392|1.74567|0.51848|0.10869
32.85|-117.15|0.0|2.51718|1.77588|0.52192|0.10778
32.85|-117.1|0.0|2.55772|1.79155|0.51837|0.10417
32.85|-117.05|0.0|2.54747|1.81266|0.51927|0.10262
32.85|-117.0|0.0|2.84774|1.84774|0.49175|0.09999
32.85|-116.95|0.0|3.0196|1.8695|0.48202|0.09324
32.85|-116.9|0.0|3.07435|1.86525|0.48496|0.09469
32.85|-116.85|0.0|3.10808|1.86739|0.49064|0.09683
32.85|-116.8|0.0|3.09916|1.84003|0.49327|0.09662
32.85|-116.75|0.0|2.85486|1.77246|0.51237|0.09055
32.85|-116.7|0.0|2.80574|1.74887|0.52188|0.08832
32.85|-116.65|0.0|2.7174|1.73254|0.53483|0.08842
32.85|-116.6|0.0|2.60748|1.71397|0.55788|0.09162
32.85|-116.55|0.0|2.50588|1.71657|0.59568|0.09372
32.85|-116.5|0.0|2.37444|1.64423|0.589|0.07645
32.85|-116.45|0.0|2.23781|1.61292|0.58396|0.07291
32.85|-116.4|0.0|2.12876|1.61075|0.59695|0.0716
32.85|-116.35|0.0|2.05052|1.65437|0.59883|0.07063
32.85|-116.3|0.0|1.95649|1.5809|0.60833|0.06239
32.85|-116.25|0.0|1.60253|1.57339|0.61592|0.06574
32.85|-116.2|0.0|1.33864|1.63867|0.61615|0.0644
32.85|-116.15|0.0|1.06526|1.63382|0.62554|0.06146
32.85|-116.1|0.0|1.02685|1.69688|0.62942|0.06439
32.85|-116.05|0.0|1.00711|1.63272|0.64516|0.06057
32.85|-116.0|0.0|0.79882|1.57386|0.65283|0.0565
32.85|-115.95|0.0|0.74005|1.51362|0.6398|0.04834
32.85|-115.9|0.0|0.82766|1.55984|0.66222|0.05122
32.85|-115.85|0.0|0.86919|1.58233|0.6729|0.05279
32.85|-115.8|0.0|0.86084|1.59622|0.68708|0.05189
32.85|-115.75|0.0|0.87985|1.59758|0.69358|0.05083
32.85|-115.7|0.0|0.85877|1.69502|0.70308|0.05164
32.85|-115.65|0.0|0.82635|1.75638|0.71017|0.05267
32.85|-115.6|0.0|0.81029|1.8265|0.71494|0.05358
32.85|-115.55|0.0|0.78986|1.87543|0.71809|0.05439
32.85|-115.5|0.0|0.77996|1.90618|0.72069|0.05457
32.85|-115.45|0.0|0.76434|1.95588|0.72123|0.0577
32.85|-115.4|0.0|0.76192|1.95805|0.72349|0.05526
32.85|-115.35|0.0|0.75644|1.97647|0.72472|0.05538
32.85|-115.3|0.0|0.76088|2.01538|0.73132|0.05399
32.85|-115.25|0.0|nan|nan|nan|nan
32.85|-115.2|0.0|nan|nan|nan|nan
32.85|-115.15|0.0|nan|nan|nan|nan
32.85|-115.1|0.0|nan|nan|nan|nan
32.9|-120.3|0.0|nan|nan|nan|nan
32.9|-120.25|0.0|nan|nan|nan|nan
32.9|-120.2|0.0|nan|nan|nan|nan
32.9|-120.15|0.0|nan|nan|nan|nan
32.9|-120.1|0.0|nan|nan|nan|nan
32.9|-120.05|0.0|nan|nan|nan|nan
32.9|-120.0|0.0|nan|nan|nan|nan
32.9|-119.95|0.0|nan|nan|nan|nan
32.9|-119.9|0.0|nan|nan|nan|nan
32.9|-119.85|0.0|nan|nan|nan|nan
32.9|-119.8|0.0|nan|nan|nan|nan
32.9|-119.75|0.0|nan|nan|nan|nan
32.9|-119.7|0.0|nan|nan|nan|nan
32.9|-119.65|0.0|nan|nan|nan|nan
32.9|-119.6|0.0|nan|nan|nan|nan
32.9|-119.55|0.0|nan|nan|nan|nan
32.9|-119.5|0.0|nan|nan|nan|nan
32.9|-119.45|0.0|nan|nan|nan|nan
32.9|-119.4|0.0|nan|nan|nan|nan
32.9|-119.35|0.0|nan|nan|nan|nan
32.9|-119.3|0.0|nan|nan|nan|nan
32.9|-119.25|0.0|nan|nan|nan|nan
32.9|-119.2|0.0|nan|nan|nan|nan
32.9|-119.15|0.0|nan|nan|nan|nan
32.9|-119.1|0.0|nan|nan|nan|nan
32.9|-119.05|0.0|nan|nan|nan|nan
32.9|-119.0|0.0|nan|nan|nan|nan
32.9|-118.95|0.0|nan|nan|nan|nan
32.9|-118.9|0.0|nan|nan|nan|nan
32.9|-118.85|0.0|nan|nan|nan|nan
32.9|-118.8|0.0|nan|nan|nan|nan
32.9|-118.75|0.0|nan|nan|nan|nan
32.9|-118.7|0.0|nan|nan|nan|nan
32.9|-118.65|0.0|nan|nan|nan|nan
32.9|-118.6|0.0|nan|nan|nan|nan
32.9|-118.55|0.0|nan|nan|nan|nan
32.9|-118.5|0.0|nan|nan|nan|nan
32.9|-118.45|0.0|nan|nan|nan|nan
32.9|-118.4|0.0|nan|nan|nan|nan
32.9|-118.35|0.0|nan|nan|nan|nan
32.9|-118.3|0.0|nan|nan|nan|nan
32.9|-118.25|0.0|nan|nan|nan|nan
32.9|-118.2|0.0|nan|nan|nan|nan
32.9|-118.15|0.0|nan|nan|nan|nan
32.9|-118.1|0.0|nan|nan|nan|nan
32.9|-118.05|0.0|nan|nan|nan|nan
32.9|-118.0|0.0|nan|nan|nan|nan
32.9|-117.95|0.0|nan|nan|nan|nan
32.9|-117.9|0.0|nan|nan|nan|nan
32.9|-117.85|0.0|nan|nan|nan|nan
32.9|-117.8|0.0|nan|nan|nan|nan
32.9|-117.75|0.0|nan|nan|nan|nan
32.9|-117.7|0.0|nan|nan|nan|nan
32.9|-117.65|0.0|nan|nan|nan|nan
32.9|-117.6|0.0|nan|nan|nan|nan
32.9|-117.55|0.0|nan|nan|nan|nan
32.9|-117.5|0.0|nan|nan|nan|nan
32.9|-117.45|0.0|nan|nan|nan|nan
32.9|-117.4|0.0|nan|nan|nan|nan
32.9|-117.35|0.0|nan|nan|nan|nan
32.9|-117.3|0.0|nan|nan|nan|nan
32.9|-117.25|0.0|2.55439|1.73434|0.50605|0.11442
32.9|-117.2|0.0|2.57203|1.75264|0.5067|0.11054
32.9|-117.15|0.0|2.58043|1.76073|0.50829|0.10878
32.9|-117.1|0.0|2.65496|1.7753|0.50169|0.10705
32.9|-117.05|0.0|2.78734|1.80503|0.492|0.10457
32.9|-117.0|0.0|2.98305|1.82302|0.47987|0.1004
32.9|-116.95|0.0|3.15076|1.83847|0.46856|0.09323
32.9|-116.9|0.0|3.27801|1.83727|0.46218|0.08699
32.9|-116.85|0.0|3.23863|1.85237|0.47744|0.09279
32.9|-116.8|0.0|3.29194|1.85888|0.48902|0.0946
32.9|-116.75|0.0|2.93611|1.78061|0.50808|0.09112
32.9|-116.7|0.0|2.81344|1.757|0.52138|0.0907
32.9|-116.65|0.0|2.66865|1.73945|0.54307|0.09195
32.9|-116.6|0.0|2.59506|1.70605|0.55414|0.09395
32.9|-116.55|0.0|2.49773|1.68545|0.5731|0.09179
32.9|-116.5|0.0|2.33392|1.62927|0.57947|0.07645
32.9|-116.45|0.0|2.21948|1.60304|0.58413|0.07123
32.9|-116.4|0.0|2.09198|1.65917|0.59473|0.07241
32.9|-116.35|0.0|1.99484|1.68158|0.60449|0.07179
32.9|-116.3|0.0|1.90973|1.67224|0.61309|0.06831
32.9|-116.25|0.0|1.65682|1.6525|0.61737|0.06414
32.9|-116.2|0.0|1.36707|1.67594|0.61512|0.06466
32.9|-116.15|0.0|1.12265|1.71255|0.62611|0.0654
32.9|-116.1|0.0|1.00554|1.73167|0.63073|0.06573
32.9|-116.05|0.0|0.97167|1.67977|0.65067|0.06284
32.9|-116.0|0.0|0.79875|1.58066|0.65602|0.05553
32.9|-115.95|0.0|0.78669|1.57046|0.66031|0.05208
32.9|-115.9|0.0|0.84637|1.5941|0.67338|0.05368
32.9|-115.85|0.0|0.90599|1.58346|0.67846|0.05105
32.9|-115.8|0.0|0.9594|1.58295|0.68484|0.05025
32.9|-115.75|0.0|0.94216|1.60135|0.70462|0.04793
32.9|-115.7|0.0|0.86378|1.71948|0.7107|0.05188
32.9|-115.65|0.0|0.85336|1.77756|0.72177|0.05053
32.9|-115.6|0.0|0.82806|1.82514|0.72637|0.05093
32.9|-115.55|0.0|0.79939|1.9131|0.72852|0.05269
32.9|-115.5|0.0|0.78231|1.9555|0.73012|0.05335
32.9|-115.45|0.0|0.77218|1.98224|0.73157|0.05359
32.9|-115.4|0.0|0.76384|2.00266|0.73336|0.05355
32.9|-115.35|0.0|0.757|2.02443|0.73352|0.054
32.9|-115.3|0.0|0.7535|2.03903|0.73287|0.0545
32.9|-115.25|0.0|0.74697|2.06581|0.73128|0.05787
32.9|-115.2|0.0|nan|nan|nan|nan
32.9|-115.15|0.0|nan|nan|nan|nan
32.9|-115.1|0.0|nan|nan|nan|nan
32.95|-120.3|0.0|nan|nan|nan|nan
32.95|-120.25|0.0|nan|nan|nan|nan
32.95|-120.2|0.0|nan|nan|nan|nan
32.95|-120.15|0.0|nan|nan|nan|nan
32.95|-120.1|0.0|nan|nan|nan|nan
32.95|-120.05|0.0|nan|nan|nan|nan
32.95|-120.0|0.0|nan|nan|nan|nan
32.95|-119.95|0.0|nan|nan|nan|nan
32.95|-119.9|0.0|nan|nan|nan|nan
32.95|-119.85|0.0|nan|nan|nan|nan
32.95|-119.8|0.0|nan|nan|nan|nan
32.95|-119.75|0.0|nan|nan|nan|nan
32.95|-119.7|0.0|nan|nan|nan|nan
32.95|-119.65|0.0|nan|nan|nan|nan
32.95|-119.6|0.0|nan|nan|nan|nan
32.95|-119.55|0.0|nan|nan|nan|nan
32.95|-119.5|0.0|nan|nan|nan|nan
32.95|-119.45|0.0|nan|nan|nan|nan
32.95|-119.4|0.0|nan|nan|nan|nan
32.95|-119.35|0.0|nan|nan|nan|nan
32.95|-119.3|0.0|nan|nan|nan|nan
32.95|-119.25|0.0|nan|nan|nan|nan
32.95|-119.2|0.0|nan|nan|nan|nan
32.95|-119.15|0.0|nan|nan|nan|nan
32.95|-119.1|0.0|nan|nan|nan|nan
32.95|-119.05|0.0|nan|nan|nan|nan
32.95|-119.0|0.0|nan|nan|nan|nan
32.95|-118.95|0.0|nan|nan|nan|nan
32.95|-118.9|0.0|nan|nan|nan|nan
32.95|-118.85|0.0|nan|nan|nan|nan
32.95|-118.8|0.0|nan|nan|nan|nan
32.95|-118.75|0.0|nan|nan|nan|nan
32.95|-118.7|0.0|nan|nan|nan|nan
32.95|-118.65|0.0|nan|nan|nan|nan
32.95|-118.6|0.0|nan|nan|nan|nan
32.95|-118.55|0.0|nan|nan|nan|nan
32.95|-118.5|0.0|nan|nan|nan|nan
32.95|-118.45|0.0|nan|nan|nan|nan
32.95|-118.4|0.0|nan|nan|nan|nan
32.95|-118.35|0.0|nan|nan|nan|nan
32.95|-118.3|0.0|nan|nan|nan|nan
32.95|-118.25|0.0|nan|nan|nan|nan
32.95|-118.2|0.0|nan|nan|nan|nan
32.95|-118.15|0.0|nan|nan|nan|nan
32.95|-118.1|0.0|nan|nan|nan|nan
32.95|-118.05|0.0|nan|nan|nan|nan
32.95|-118.0|0.0|nan|nan|nan|nan
32.95|-117.95|0.0|nan|nan|nan|nan
32.95|-117.9|0.0|nan|nan|nan|nan
32.95|-117.85|0.0|nan|nan|nan|nan
32.95|-117.8|0.0|nan|nan|nan|nan
32.95|-117.75|0.0|nan|nan|nan|nan
32.95|-117.7|0.0|nan|nan|nan|nan
32.95|-117.65|0.0|nan|nan|nan|nan
32.95|-117.6|0.0|nan|nan|nan|nan
32.95|-117.55|0.0|nan|nan|nan|nan
32.95|-117.5|0.0|nan|nan|nan|nan
32.95|-117.45|0.0|nan|nan|nan|nan
32.95|-117.4|0.0|nan|nan|nan|nan
32.95|-117.35|0.0|nan|nan|nan|nan
32.95|-117.3|0.0|nan|nan|nan|nan
32.95|-117.25|0.0|2.53049|1.71205|0.49815|0.11532
32.95|-117.2|0.0|2.61663|1.72078|0.49392|0.11376
32.95|-117.15|0.0|2.65459|1.74066|0.49166|0.10997
32.95|-117.1|0.0|2.65583|1.73233|0.4976|0.10751
32.95|-117.05|0.0|2.84538|1.77505|0.48205|0.1074
32.95|-117.0|0.0|3.01677|1.78291|0.47094|0.10024
32.95|-116.95|0.0|3.1983|1.79254|0.45942|0.09439
32.95|-116.9|0.0|3.34481|1.78629|0.45196|0.08693
