trace_name,mag,mag_type,src_lat,src_lon,rcv_lat,rcv_lon,depth_km,dist_km,snr_db,network,station,ps_gap,coda_slope,onset_sharp,n_rho_peaks,log_sp_amp_ratio,pre_p_energy_frac,log_peak_amp,log_p_rms,log_s_rms,log_coda_rms,reduced_amp,det,p_peak,s_peak,p_kern_mean_lag_sec,p_kern_spread_sec,p_kern_entropy,s_kern_mean_lag_sec,s_kern_spread_sec,s_kern_entropy,ps_kern_lag_ratio,mode_shape_only,name_shape_only,mode_shape_plus_kernel,name_shape_plus_kernel,mode_full_interpretable,name_full_interpretable,path_region,src_region,coda_path_residual,log_d,log_depth,snr_z,mag_pred_site,mag_resid_site,mag_pred_stratified,mag_resid_stratified,shape,strength,tax2d
DGR.CI_20121106051617_EV,1.09,ml,33.778,-116.1208333,33.65001,-117.00947,2.34,83.59,16.199999809999998,CI,DGR,9.987484355444307,-0.1477883046549943,0.7463430270816765,0.0,-0.0855108328889915,0.0122313599480643,2.279929034555308,0.8932017102074183,1.561953652673305,1.3561778164917384,4.202083359786366,0.9999498128890992,0.9825735688209534,0.9497957825660706,1.0831400583803064,1.6024189717832058,0.7017610174773228,0.5825924324188368,0.7731333707193803,0.5408520647987674,0.537873590687826,5,standard_mid_midR,1,multipath_strong_far,2,multipath_mid_far,+30/-120,+30/-120,-0.05327941617790624,1.9273190249596561,0.5237464668115644,16.199999809999998,1.0137289738824395,0.07627102611756054,0.6747872445552427,0.41521275544475733,standard,mid,standard×mid
RYN.NN_20130125043253_EV,1.9,ml,38.1496,-118.0313,38.6281,-118.5223,6.8,68.27,38.200000126666666,NN,RYN,9.011264080100124,-0.1136466222365769,0.9850493413485562,0.0,-0.0834849809364406,0.000240447596539,3.443385658017806,1.9405523153854565,2.780471339923875,2.5943764866799497,5.277615560869483,0.9999992847442628,0.98969167470932,0.8551945686340332,0.7060927171020303,0.8920554863802908,0.7605443407763814,0.5825924319902035,0.7731333671816351,0.5555468365697686,0.8250933877087688,3,multipath_strong_far,5,multipath_strong_far,1,multipath_strong_far,+35/-120,+35/-120,-0.004665375545351,1.8405451876368388,0.8920946026904804,38.200000126666666,1.6174724310362323,0.28252756896376763,1.7523764653299072,0.1476235346700927,standard,strong,standard×strong
P18K.TA_20180104160512_EV,1.9,ml,58.9453,-154.5105,59.3922,-155.2292,127.3,64.56,15.433333713333337,TA,P18K,14.493116395494368,-0.1947026403016874,0.6157200131265455,2.0,-0.0388186791548669,0.0422701997485644,2.28066172538875,1.0329395900968006,1.5629059577211186,1.0236346811002668,4.090625247102764,0.9999970197677612,0.993188500404358,0.9266753196716307,1.0384514681804295,1.4989749208184615,0.7133014946588414,0.5825923462344582,0.7731333380038452,0.5408520217071685,0.5610202923158981,1,standard_mid_midR,2,multipath_weak_midR,4,multipath_mid_midR,+55/-155,+55/-155,-0.08173425049061986,1.8166389448984614,2.1082266563749283,15.433333713333337,1.3260728155303823,0.5739271844696177,1.0712772577207537,0.8287227422792462,multipath,weak,multipath×weak
PMD.CI_20171005083757_EV,0.76,ml,33.94967,-116.82733,33.64785,-116.37769,17.33,53.43,22.93333308,CI,PMD,6.458072590738423,-0.196599897837655,0.8024085581581227,1.0,-0.0476410741906295,0.0119305222593809,2.6894788461624133,1.3169446678227783,1.8176213719773635,1.4885270822467829,4.41726402034532,0.9999719858169556,0.9963185787200928,0.9502421021461488,1.080274071527077,1.5955306029264062,0.702560918688815,0.582592432133186,0.7731333702153902,0.5408520647241607,0.5393005788888671,5,standard_mid_midR,1,multipath_strong_far,4,multipath_mid_midR,+30/-120,+30/-120,-0.07015537954900758,1.7358383343170738,1.2631624649622166,22.93333308,1.2742547309555667,-0.5142547309555667,1.2788987718472167,-0.5188987718472167,multipath,mid,multipath×mid
MCK.AK_20110216181304_EV,3.8,mb,62.9774,-149.6741,63.7318,-148.9373,92.02,91.82,59.23333358666667,AK,MCK,13.066332916145182,-0.1394463510208622,0.915274961260559,1.0,-0.0057253009643827,0.0007470058986125,4.418816755319249,2.7821725702761,3.7155055256410896,3.56633866365624,6.38175404374925,0.9999998807907104,0.988515555858612,0.8156108856201172,0.939497501104364,1.2987800651225845,0.7413978303271411,0.5825924324193865,0.7731333707227435,0.540852064798926,0.6201106780322019,3,multipath_strong_far,1,multipath_strong_far,1,multipath_strong_far,+60/-150,+60/-150,-0.05166255674614076,1.9676415640830112,1.9685763351754977,59.23333358666667,2.9153538278377775,0.8846461721622223,3.8373432766105897,-0.03734327661058989,multipath,strong,multipath×strong
RYN.NN_20121113125954_EV,1.3,ml,38.4318,-118.7022,38.6281,-118.5223,13.5,26.85,42.80000051,NN,RYN,3.829787234042553,-0.1859603931688278,0.7596438532344104,0.0,-0.083621079062148,0.0057125770318001,3.614246813110228,2.301842170729066,2.961108963629201,2.5617549075413977,5.043191103145802,0.9999995231628418,0.9921188354492188,0.9782720804214478,0.7060927171020303,0.8920554863802908,0.7605443407763814,0.5824931757545709,0.7726325336422071,0.6163859476947194,0.824952816600714,5,standard_mid_midR,0,standard_mid_midR,0,standard_mid_midR,+35/-120,+35/-120,-0.01097997440729262,1.4448251995097476,1.1613680022349748,42.80000051,1.1517722711383775,0.1482277288616225,1.4915090275119476,-0.19150902751194754,standard,strong,standard×strong
MK31.IM_20140520230724_EV,1.6,mpv,46.7516,82.5249,46.793683,82.290569,0.0,18.5,29.700000126666662,IM,MK31,2.3279098873591995,-0.2590443290996546,0.6808362863849501,0.0,0.0571226131714311,0.029834726501301,4.105858983782629,2.996904516467691,3.388980232175992,2.684995603582882,5.373030712185643,0.9999977350234984,0.988301694393158,0.9900310039520264,1.0859418783701786,1.6091858302599156,0.7009631300665684,0.5825923911151594,0.7731330706278552,0.569114422123441,0.5364857942393154,1,standard_mid_midR,2,multipath_weak_midR,4,multipath_mid_midR,+45/+80,+45/+80,-0.058247547838097435,1.290034611362518,0.0,29.700000126666662,1.7153359103267038,-0.11533591032670376,1.188040570839133,0.41195942916086703,emergent,strong,emergent×strong
CTC.NN_20171213065543_EV,0.5,ml,39.3231,-120.1468,39.2077,-120.126,10.4,12.94,37.93333308,NN,CTC,2.252816020025032,-0.3172576071680016,0.6871929739683765,1.0,0.0672745911532961,0.0084349157425795,2.792677275129698,1.387435769487294,2.0646846213383707,1.458138485494645,3.90461155146238,0.9999939203262328,0.9964485168457032,0.9731274843215942,0.8446369036512216,1.13038060268889,0.7519966985857994,0.5823379576969495,0.7719421741859367,0.6257220549824986,0.6894536044773815,5,standard_mid_midR,3,impulsive_fastQ_mid_near,3,standard_mid_near,+35/-125,+35/-125,-0.09214863324128011,1.1442627737619906,1.0569048513364727,37.93333308,0.5773487926475294,-0.07734879264752936,0.591523380642111,-0.09152338064211096,multipath,weak,multipath×weak
NPT.HV_20160104175247_EV,0.97,md,19.43167,-155.326,19.412033,-155.280922,5.44,5.21,10.80000019,HV,NPT,1.2765957446808516,-0.1587817327983483,0.7013734409955887,0.0,0.0790996085495484,0.0131551774602274,4.003411806560126,2.859728736744372,3.245521321548501,3.0503605932298123,4.72024952985965,0.9999994039535522,0.9760312438011168,0.9225215315818788,0.9394974999503882,1.2987800630425703,0.7413978301443923,0.5823379580599737,0.7719421753002942,0.6257220550794724,0.6198398165942166,5,standard_mid_midR,3,impulsive_fastQ_mid_near,3,standard_mid_near,+15/-160,+15/-160,0.12489645018271164,0.7930916001765802,0.8088858673598122,10.80000019,1.4984925636762356,-0.5284925636762356,0.919794570105257,0.05020542989474297,emergent,mid,emergent×mid
RIMD.HV_20171225180335_EV,1.43,md,19.272,-155.21467,19.395368,-155.273643,7.94,15.0,12.80000019,HV,RIMD,2.5531914893617023,-0.0897707453756385,0.4195924267595849,1.0,0.0796855377571368,0.0096648922341873,4.396156115801164,3.146848826650524,3.634023540421726,3.5492353637675427,5.572247374856845,0.9999988079071044,0.9850605130195618,0.9851523637771606,0.9394975034238288,1.2987800693272038,0.7413978306945384,0.5825617896762804,0.7729653822391358,0.6044607416926178,0.6200780604027571,0,multipath_mid_far,3,impulsive_fastQ_mid_near,3,standard_mid_near,+15/-160,+15/-160,0.12535509313218057,1.2041199826559248,0.9513375187959178,12.80000019,2.3917374204674835,-0.9617374204674836,1.6517807466004404,-0.22178074660044045,multipath,strong,multipath×strong
B084.PB_20130204184551_EV,1.3,ml,33.4765,-116.5245,33.61157,-116.45637,9.54,16.26,7.133333203333334,PB,B084,2.3279098873591995,-0.2255500760066615,0.7615716928859297,0.0,-0.091550275576725,0.0307676712634303,3.263843396648574,2.19392918229573,2.412910664557215,1.8941227786591328,4.474963937906623,0.9999995231628418,0.9807250499725342,0.9898332357406616,0.6954714664801985,0.8737614676522364,0.7611622292391775,0.5808179714874845,0.7660449375510503,0.6472868798316143,0.8351427764923575,1,standard_mid_midR,0,standard_mid_midR,0,standard_mid_midR,+30/-120,+30/-120,-0.0159148525418277,1.2370407913791908,1.0228406108765278,7.133333203333334,1.2041390768955371,0.09586092310446293,0.8525816864379356,0.4474183135620644,standard,mid,standard×mid
CTC.NN_20180328052033_EV,0.5,ml,39.4347,-120.2846,39.2077,-120.126,10.1,28.67,6.199999886666667,NN,CTC,4.055068836045057,-0.111990063732368,0.463349315594553,1.0,0.041247609090269,0.0614400503032132,1.7735044463613672,0.9033113552530176,1.0915190858520962,0.8977487194318454,3.230932139307852,0.9934384226799012,0.896470308303833,0.92087060213089,0.9394974956281896,1.2987800572341588,0.7413978294492352,0.5825908859256388,0.7731234972426414,0.5845214198651235,0.6201090355606459,4,emergent_weak_midR,4,emergent_weak_midR,5,standard_mid_near,+35/-125,+35/-125,0.05840511247893418,1.4723175463168419,1.0453229787866574,6.199999886666667,0.3153741396699903,0.18462586033000972,0.15434528247333035,0.34565471752666965,multipath,weak,multipath×weak
DNR.CI_20130317001351_EV,0.5,ml,33.5155,-116.465,33.56667,-116.63056,10.88,16.39,12.53333346,CI,DNR,2.92866082603254,-0.1217212209392998,0.6015980281593694,1.0,0.0233931298901132,0.0293683591769626,3.108032240274087,2.006942059221316,2.396278550217487,1.989558680107092,4.322611193844586,0.999935269355774,0.930939793586731,0.9787597060203552,0.9394975007158678,1.2987800644143823,0.7413978302655916,0.5825766873776476,0.7730435613456867,0.5990365384085584,0.6200939192853012,1,standard_mid_midR,4,emergent_weak_midR,5,standard_mid_near,+30/-120,+30/-120,0.0873704932524218,1.2402995820027125,1.0748164406451748,12.53333346,0.6763160398976742,-0.1763160398976742,1.023103137916879,-0.5231031379168789,multipath,mid,multipath×mid
B033.PB_20120701050454_EV,2.12,md,44.1513333,-122.9055,43.2917,-123.1245,7.78,97.13,30.566666923333333,PB,B033,12.165206508135167,-0.0452614159526313,0.8717165033489945,1.0,-0.0176711202098135,0.0033362238837908,2.4364211854965108,1.2628281923142466,1.7972036820787098,1.7285882200910432,4.423774574232304,0.9999988079071044,0.996167004108429,0.8920003771781921,0.9394975007158678,1.2987800644143823,0.7413978302655916,0.5825924324193865,0.7731333707227435,0.540852064798926,0.6201106782886269,3,multipath_strong_far,1,multipath_strong_far,4,multipath_mid_midR,+40/-125,+40/-125,0.03849287377560775,1.991801798844644,0.9434945159061027,30.566666923333333,1.7782599358200357,0.3417400641799644,1.9561162336603357,0.1638837663396644,multipath,mid,multipath×mid
MDM.AK_20170103142119_EV,0.6,ml,65.1532,-149.0667,64.9602,-148.2319,5.7,44.8,20.86666616,AK,MDM,5.106382978723403,-0.1031992778356973,0.6926065057070221,0.0,-0.0437788184753146,0.0066126223323443,2.1545520229865427,0.90663780012422,1.3390134439395234,1.3062535618625928,3.805830036984687,0.999998927116394,0.9883710145950316,0.9379423260688782,1.080257159026386,1.5955558548290434,0.7025500186369834,0.5825900903788388,0.7731243266087725,0.5467246272489564,0.5393068544011461,5,standard_mid_midR,3,impulsive_fastQ_mid_near,3,standard_mid_near,+65/-150,+65/-150,0.0357494014578994,1.6608654780038692,0.8260748027008264,20.86666616,0.7299140975741782,-0.12991409757417827,0.689817047703621,-0.08981704770362098,emergent,weak,emergent×weak
SN15.GS_20140831111223_EV,1.55,md,38.34517,-122.37417,38.324844,-122.300774,2.76,6.8,45.63333257,GS,SN15,1.9524405506883595,-0.2542107179425256,0.6440560144153508,0.0,-0.1363343828260091,0.0112878693026561,5.087688518218826,3.2364770512108865,4.177712785960452,3.543157601341777,5.920197430925063,0.999996781349182,0.9940272569656372,0.9803548455238342,0.7060927160385935,0.8920554845737421,0.7605443405542957,0.5796659883217925,0.7619556555392819,0.6542226779682992,0.8209488288930448,5,standard_mid_midR,0,standard_mid_midR,0,standard_mid_midR,+35/-125,+35/-125,0.012955495983552945,0.8920946026904804,0.5751878449276611,45.63333257,2.209339760367916,-0.6593397603679161,1.869380911920239,-0.3193809119202389,emergent,strong,emergent×strong
B081.PB_20130630011406_EV,0.52,ml,33.6268333,-116.6801667,33.711167,-116.714167,13.56,9.87,20.53333346,PB,B081,2.1026282853566967,-0.2374547176610536,0.6715189573562612,0.0,0.112793689519138,0.0069671116021067,3.082605522044012,1.1160187226011662,1.884134845737724,1.1164846806529498,4.076922674713649,0.9999581575393676,0.9946463704109192,0.9908894896507264,0.9394975007158678,1.2987800644143823,0.7413978302655916,0.5825291950369437,0.7728031973612064,0.6114297737383619,0.6200433684954719,5,standard_mid_midR,3,impulsive_fastQ_mid_near,3,standard_mid_near,+30/-120,+30/-120,0.005672309254155211,1.0362295440862945,1.1631613749770184,20.53333346,0.7149201274528306,-0.1949201274528306,0.6714006031818415,-0.15140060318184145,emergent,weak,emergent×weak
CAST.AK_20180405010322_EV,0.8,ml,63.3089,-151.7346,63.4188,-152.0844,4.0,21.37,34.69999949,AK,CAST,2.928660826032541,-0.1623603706240573,0.93641964943543,1.0,-0.0023975981858371,0.0449805496131581,2.8811839077940484,1.7872617900489982,2.071088025483552,1.5912218223022665,4.2109884299581175,0.9999954700469972,0.934026300907135,0.9847500324249268,0.8533193624439468,1.1454624241604394,0.7513037119426094,0.5825216604856878,0.7727668875399267,0.6126444120722523,0.6826537473816583,1,standard_mid_midR,4,emergent_weak_midR,3,standard_mid_near,+60/-155,+60/-155,0.028490940739721027,1.3496659840966296,0.6989700043360189,34.69999949,0.9266753561762712,-0.12667535617627113,1.08301032188018,-0.28301032188018005,multipath,mid,multipath×mid
RYN.NN_20161228212710_EV,1.7,ml,38.318,-118.7786,38.6281,-118.5223,5.8,41.05,26.96666717333333,NN,RYN,5.481852315394243,-0.2343285384457181,0.863188640146933,1.0,0.0199453058545074,0.0064888627454301,4.143168370110586,2.805876560514668,3.409793294316879,2.84712491076424,5.756481531566045,0.9999986886978148,0.9907103180885316,0.977672517299652,0.9394975022698528,1.29878006724719,0.7413978305117895,0.5825923911151624,0.7731330706278767,0.5691144221234419,0.6201106332987607,5,standard_mid_midR,1,multipath_strong_far,4,multipath_mid_midR,+35/-120,+35/-120,-0.08919231518891302,1.623766000133931,0.8325089127062363,26.96666717333333,1.811723163884516,-0.11172316388451597,1.4239651287515565,0.2760348712484435,multipath,strong,multipath×strong
SCZ.BK_20140211145825_EV,0.78,md,36.58067,-121.21417,36.598,-121.403,8.34,17.01,14.699999493333332,BK,SCZ,2.252816020025032,-0.1669064381820896,0.7448842789702221,0.0,0.0304264149949798,0.1027776700882389,3.670872873967701,2.645891056184974,2.629364985948846,2.3497821224080395,4.90157718758027,0.9999810457229614,0.9956169128417968,0.9854398369789124,0.8446362025513975,1.130379624010024,0.7519965696114482,0.5823379435054138,0.7719421195224424,0.6257220509342072,0.689454159964186,4,emergent_weak_midR,4,emergent_weak_midR,3,standard_mid_near,+35/-125,+35/-125,0.039647825115549123,1.2555137128195333,0.9703468762300933,14.699999493333332,0.7686871576778841,0.011312842322115935,0.7116004670847227,0.06839953291527734,standard,mid,standard×mid
GLI.AK_20120102154342_EV,1.5,ml,61.2298,-147.0331,60.8792,-147.0959,3.9,39.21,22.666666666666668,AK,GLI,4.956195244055069,-0.2621565354123364,0.830625720656549,1.0,-0.0221934714104738,0.0023216613382598,3.509259964544793,1.9637973457508744,2.698157656543741,2.4360735564662086,5.102656806845,0.9999769926071168,0.9845849871635436,0.7655603289604187,1.0831382647577816,1.6024183851553226,0.7017606672214008,0.582592428261398,0.7731333533314938,0.5472826217418973,0.53787447754113,5,standard_mid_midR,1,multipath_strong_far,1,multipath_strong_far,+60/-150,+60/-150,-0.11377940663077407,1.6043340731029112,0.6901960800285137,22.666666666666668,1.7342946218581232,-0.23429462185812322,1.287802599541057,0.2121974004589431,multipath,strong,multipath×strong
B093.PB_20110413170853_EV,1.84,ml,33.4613333,-116.4358333,33.59369,-116.7641,5.67,33.84,39.0,PB,B093,4.505632040050061,-0.1741029209540618,0.8098575903348859,2.0,-0.076642960479014,0.0379446380561397,3.375961731923369,2.294788944566749,2.629617156654496,2.228051542698777,4.905392086290355,0.9999970197677612,0.9965205192565918,0.9871550798416138,1.038583815129552,1.4989420509112572,0.7133554109079039,0.5825924306659234,0.7731333568011055,0.559378331764548,0.5609488826794893,1,standard_mid_midR,2,multipath_weak_midR,4,multipath_mid_midR,+30/-120,+30/-120,-0.015342592570787544,1.5420781463356257,0.8241258339165489,39.0,1.713662268362513,0.12633773163748718,1.834836355252517,0.005163644747482987,multipath,mid,multipath×mid
MKV.NN_20010914112820_EV,1.3,ml,37.388,-118.4861,37.6643,-118.9766,13.3,53.11,16.366666793333334,NN,MKV,6.983729662077597,-0.0915656900251157,0.685715881992331,2.0,-0.0932228732088213,0.0066682965386535,2.350402419175552,1.0998209730121882,1.7498440774256043,1.6658354404062092,4.075578720594689,0.9999920129776,0.9724469184875488,0.9636464715003968,1.038583815129552,1.4989420509112572,0.7133554109079039,0.5825924324193865,0.7731333707227435,0.540852064798926,0.5609488843678105,3,multipath_strong_far,1,multipath_strong_far,4,multipath_mid_midR,+35/-120,+35/-120,0.03530592497404593,1.7332775339325817,1.1553360374650619,16.366666793333334,0.872008498034351,0.42799150196564906,0.9548969464546281,0.34510305354537196,multipath,weak,multipath×weak
HATC.BK_20130524044036_EV,2.6,md,40.1798,-121.046,40.8161,-121.46117,7.1,79.0,24.599999746666665,BK,HATC,10.588235294117649,-0.0617920992851425,0.7073019920971155,1.0,0.0363632283963943,0.0047215739270165,4.32815984396523,2.657106038991468,3.6651398922654495,3.416387001249123,6.225786935255671,0.9997339844703674,0.9801085591316224,0.8309773206710815,0.9937328140513244,1.402726079325472,0.7273904640946209,0.5825924324193865,0.7731333707227435,0.540852064798926,0.58626667468515,3,multipath_strong_far,1,multipath_strong_far,2,multipath_mid_far,+40/-125,+40/-125,0.03675776890969371,1.9030899869919435,0.9084850188786497,24.599999746666665,2.3020452291573408,0.2979547708426593,2.15802006806695,0.4419799319330502,multipath,strong,multipath×strong
PVMO.NM_20121029123938_EV,4.1,ml,35.2287,-90.6364,36.4137,-89.6997,18.06,156.37,27.933333713333337,NM,PVMO,20.125156445556943,-0.0163862491938751,0.7505577456974304,2.0,-0.063885173193118,0.0005238319493051,5.554913328768047,3.304399612897897,4.75336127074274,4.791174122826774,7.749066764933145,0.9998718500137328,0.9749209880828856,0.8629682660102844,1.0802741431809193,1.5955307367558949,0.7025609290176922,0.5825924324193865,0.7731333707227435,0.540852064798926,0.5393005433823631,3,multipath_strong_far,1,multipath_strong_far,1,multipath_strong_far,+35/-95,+35/-95,0.03315758815526676,2.196921944819459,1.2801228963023075,27.933333713333337,4.778903770236053,-0.6789037702360536,3.7903668977524494,0.30963310224755025,multipath,strong,multipath×strong
